temperature_degree_c,season,fishing_zone,fish_species_1,fish_species_2
22.4,Summer,Zone C,Pollock,Haddock
15.9,Fall,Zone B,Sea Bass,Atlantic Salmon
5.9,Winter,Zone A,Cod,Smelt
22.3,Summer,Zone C,Pollock,Mackerel
12.4,Fall,Zone A,Halibut,Atlantic Salmon
12.6,Spring,Zone A,Herring,Flounder
18.2,Fall,Zone B,Atlantic Salmon,Halibut
16.5,Fall,Zone B,Halibut,Atlantic Salmon
11.9,Spring,Zone A,Herring,Flounder
6.0,Winter,Zone A,Cod,Redfish
15.5,Spring,Zone B,Cod,Flounder
8.8,Winter,Zone A,Redfish,Smelt
17.9,Spring,Zone B,Cod,Flounder
4.9,Winter,Zone A,Cod,Smelt
18.1,Summer,Zone B,Haddock,Pollock
16.5,Spring,Zone B,Flounder,Herring
21.8,Summer,Zone C,Pollock,Mackerel
23.5,Summer,Zone C,Mackerel,Haddock
20.2,Summer,Zone C,Mackerel,Haddock
7.2,Winter,Zone A,Smelt,Redfish
21.1,Summer,Zone C,Pollock,Haddock
7.3,Winter,Zone A,Smelt,Redfish
14.8,Spring,Zone A,Flounder,Cod
5.6,Winter,Zone A,Smelt,Cod
24.5,Summer,Zone C,Pollock,Haddock
19.3,Summer,Zone B,Haddock,Mackerel
16.7,Spring,Zone B,Flounder,Herring
20.6,Summer,Zone C,Haddock,Mackerel
17.8,Spring,Zone B,Herring,Flounder
24.6,Summer,Zone C,Haddock,Pollock
20.2,Summer,Zone C,Haddock,Mackerel
7.8,Winter,Zone A,Cod,Smelt
4.1,Winter,Zone A,Redfish,Cod
20.1,Summer,Zone C,Mackerel,Haddock
9.3,Winter,Zone A,Redfish,Cod
14.3,Fall,Zone A,Halibut,Atlantic Salmon
7.6,Winter,Zone A,Smelt,Cod
19.7,Summer,Zone B,Pollock,Haddock
11.7,Spring,Zone A,Herring,Cod
6.8,Winter,Zone A,Redfish,Smelt
7.0,Winter,Zone A,Redfish,Cod
16.4,Fall,Zone B,Atlantic Salmon,Sea Bass
5.9,Winter,Zone A,Cod,Smelt
14.0,Fall,Zone A,Sea Bass,Halibut
12.4,Fall,Zone A,Halibut,Atlantic Salmon
17.5,Fall,Zone B,Sea Bass,Atlantic Salmon
16.3,Spring,Zone B,Flounder,Herring
24.6,Summer,Zone C,Haddock,Pollock
12.5,Spring,Zone A,Flounder,Cod
16.5,Spring,Zone B,Cod,Flounder
18.6,Summer,Zone B,Mackerel,Pollock
8.9,Winter,Zone A,Cod,Redfish
20.0,Summer,Zone B,Mackerel,Pollock
7.9,Winter,Zone A,Redfish,Smelt
8.5,Winter,Zone A,Smelt,Redfish
9.3,Winter,Zone A,Redfish,Cod
17.7,Fall,Zone B,Halibut,Atlantic Salmon
7.9,Winter,Zone A,Cod,Redfish
17.8,Fall,Zone B,Halibut,Atlantic Salmon
18.9,Summer,Zone B,Pollock,Haddock
5.2,Winter,Zone A,Smelt,Cod
18.4,Summer,Zone B,Haddock,Pollock
8.3,Winter,Zone A,Redfish,Cod
18.1,Summer,Zone B,Pollock,Haddock
13.6,Fall,Zone A,Atlantic Salmon,Halibut
12.3,Fall,Zone A,Halibut,Sea Bass
24.9,Summer,Zone C,Haddock,Pollock
11.6,Spring,Zone A,Herring,Flounder
14.8,Spring,Zone A,Flounder,Cod
18.5,Fall,Zone B,Atlantic Salmon,Sea Bass
18.5,Fall,Zone B,Atlantic Salmon,Sea Bass
5.3,Winter,Zone A,Redfish,Smelt
24.4,Summer,Zone C,Haddock,Mackerel
12.1,Spring,Zone A,Flounder,Cod
7.3,Winter,Zone A,Redfish,Cod
18.1,Fall,Zone B,Atlantic Salmon,Halibut
15.5,Spring,Zone B,Herring,Flounder
17.6,Spring,Zone B,Cod,Flounder
7.1,Winter,Zone A,Cod,Redfish
9.8,Winter,Zone A,Smelt,Cod
22.2,Summer,Zone C,Mackerel,Pollock
12.4,Spring,Zone A,Herring,Flounder
6.5,Winter,Zone A,Redfish,Smelt
8.3,Winter,Zone A,Redfish,Cod
21.4,Summer,Zone C,Pollock,Haddock
23.5,Summer,Zone C,Mackerel,Haddock
14.9,Fall,Zone A,Halibut,Sea Bass
5.4,Winter,Zone A,Smelt,Redfish
17.9,Fall,Zone B,Atlantic Salmon,Halibut
12.7,Spring,Zone A,Cod,Flounder
17.2,Spring,Zone B,Flounder,Cod
21.9,Summer,Zone C,Mackerel,Haddock
8.9,Winter,Zone A,Redfish,Cod
12.3,Spring,Zone A,Herring,Flounder
14.2,Fall,Zone A,Atlantic Salmon,Sea Bass
23.3,Summer,Zone C,Pollock,Mackerel
8.8,Winter,Zone A,Smelt,Cod
9.4,Winter,Zone A,Redfish,Cod
24.4,Summer,Zone C,Haddock,Pollock
16.2,Spring,Zone B,Flounder,Cod
9.2,Winter,Zone A,Redfish,Cod
20.5,Summer,Zone C,Mackerel,Haddock
22.7,Summer,Zone C,Pollock,Haddock
9.8,Winter,Zone A,Smelt,Redfish
8.0,Winter,Zone A,Smelt,Cod
6.9,Winter,Zone A,Smelt,Redfish
16.3,Fall,Zone B,Sea Bass,Halibut
15.7,Spring,Zone B,Cod,Flounder
5.7,Winter,Zone A,Cod,Smelt
17.3,Fall,Zone B,Sea Bass,Halibut
7.7,Winter,Zone A,Smelt,Redfish
15.9,Fall,Zone B,Atlantic Salmon,Sea Bass
22.3,Summer,Zone C,Pollock,Mackerel
23.7,Summer,Zone C,Haddock,Mackerel
11.2,Spring,Zone A,Cod,Flounder
4.7,Winter,Zone A,Redfish,Smelt
19.6,Fall,Zone B,Sea Bass,Halibut
20.2,Summer,Zone C,Haddock,Mackerel
4.7,Winter,Zone A,Smelt,Redfish
13.3,Spring,Zone A,Cod,Herring
7.3,Winter,Zone A,Redfish,Cod
10.4,Spring,Zone A,Flounder,Herring
7.8,Winter,Zone A,Redfish,Smelt
11.3,Spring,Zone A,Flounder,Herring
6.3,Winter,Zone A,Redfish,Smelt
21.3,Summer,Zone C,Mackerel,Haddock
15.9,Spring,Zone B,Herring,Flounder
18.6,Summer,Zone B,Pollock,Mackerel
24.5,Summer,Zone C,Haddock,Mackerel
19.5,Summer,Zone B,Haddock,Mackerel
9.7,Winter,Zone A,Smelt,Cod
11.4,Spring,Zone A,Cod,Herring
23.3,Summer,Zone C,Haddock,Pollock
5.0,Winter,Zone A,Redfish,Cod
14.6,Fall,Zone A,Halibut,Atlantic Salmon
7.2,Winter,Zone A,Redfish,Smelt
6.9,Winter,Zone A,Smelt,Cod
18.7,Summer,Zone B,Pollock,Haddock
18.4,Summer,Zone B,Mackerel,Haddock
17.1,Spring,Zone B,Cod,Flounder
9.4,Winter,Zone A,Smelt,Redfish
4.1,Winter,Zone A,Redfish,Smelt
4.4,Winter,Zone A,Cod,Smelt
12.7,Spring,Zone A,Flounder,Herring
8.0,Winter,Zone A,Smelt,Redfish
5.8,Winter,Zone A,Redfish,Smelt
17.8,Spring,Zone B,Cod,Flounder
14.8,Spring,Zone A,Flounder,Cod
7.4,Winter,Zone A,Cod,Smelt
13.7,Fall,Zone A,Sea Bass,Atlantic Salmon
19.6,Summer,Zone B,Mackerel,Pollock
16.1,Spring,Zone B,Cod,Flounder
21.3,Summer,Zone C,Mackerel,Pollock
12.8,Fall,Zone A,Sea Bass,Atlantic Salmon
17.0,Spring,Zone B,Cod,Herring
8.1,Winter,Zone A,Redfish,Smelt
18.6,Summer,Zone B,Pollock,Mackerel
20.7,Summer,Zone C,Mackerel,Pollock
15.6,Fall,Zone B,Halibut,Sea Bass
10.0,Winter,Zone A,Cod,Redfish
20.0,Summer,Zone B,Mackerel,Haddock
8.8,Winter,Zone A,Redfish,Cod
16.4,Fall,Zone B,Halibut,Atlantic Salmon
19.3,Summer,Zone B,Pollock,Haddock
7.6,Winter,Zone A,Smelt,Redfish
19.6,Fall,Zone B,Halibut,Sea Bass
7.7,Winter,Zone A,Cod,Smelt
10.0,Spring,Zone A,Cod,Flounder
24.9,Summer,Zone C,Mackerel,Haddock
21.3,Summer,Zone C,Haddock,Pollock
10.6,Spring,Zone A,Cod,Flounder
8.0,Winter,Zone A,Cod,Smelt
24.2,Summer,Zone C,Pollock,Mackerel
17.0,Spring,Zone B,Flounder,Herring
5.7,Winter,Zone A,Smelt,Redfish
12.9,Spring,Zone A,Flounder,Cod
19.1,Fall,Zone B,Atlantic Salmon,Halibut
7.2,Winter,Zone A,Redfish,Cod
6.3,Winter,Zone A,Redfish,Cod
15.8,Spring,Zone B,Cod,Flounder
16.7,Spring,Zone B,Herring,Flounder
22.7,Summer,Zone C,Haddock,Pollock
10.6,Spring,Zone A,Cod,Flounder
16.2,Spring,Zone B,Flounder,Cod
12.9,Spring,Zone A,Herring,Cod
5.0,Winter,Zone A,Redfish,Smelt
9.8,Winter,Zone A,Redfish,Smelt
16.0,Spring,Zone B,Cod,Flounder
18.9,Fall,Zone B,Sea Bass,Halibut
19.9,Summer,Zone B,Haddock,Pollock
4.9,Winter,Zone A,Redfish,Cod
8.3,Winter,Zone A,Cod,Smelt
13.5,Fall,Zone A,Sea Bass,Halibut
12.4,Fall,Zone A,Sea Bass,Halibut
5.4,Winter,Zone A,Cod,Smelt
14.6,Fall,Zone A,Halibut,Atlantic Salmon
9.5,Winter,Zone A,Smelt,Redfish
4.7,Winter,Zone A,Cod,Smelt
11.3,Spring,Zone A,Cod,Herring
13.7,Fall,Zone A,Atlantic Salmon,Sea Bass
18.7,Fall,Zone B,Halibut,Sea Bass
4.2,Winter,Zone A,Smelt,Redfish
4.1,Winter,Zone A,Redfish,Smelt
13.2,Fall,Zone A,Halibut,Sea Bass
5.4,Winter,Zone A,Smelt,Cod
8.8,Winter,Zone A,Smelt,Redfish
17.4,Fall,Zone B,Halibut,Atlantic Salmon
14.8,Fall,Zone A,Sea Bass,Halibut
13.3,Spring,Zone A,Flounder,Herring
19.4,Fall,Zone B,Sea Bass,Halibut
24.3,Summer,Zone C,Haddock,Mackerel
22.1,Summer,Zone C,Haddock,Pollock
4.0,Winter,Zone A,Redfish,Cod
18.8,Summer,Zone B,Haddock,Pollock
13.0,Fall,Zone A,Atlantic Salmon,Sea Bass
13.1,Spring,Zone A,Cod,Flounder
19.9,Summer,Zone B,Mackerel,Pollock
7.5,Winter,Zone A,Smelt,Cod
9.9,Winter,Zone A,Smelt,Redfish
22.0,Summer,Zone C,Pollock,Mackerel
5.0,Winter,Zone A,Cod,Redfish
17.9,Spring,Zone B,Flounder,Herring
15.9,Fall,Zone B,Atlantic Salmon,Halibut
8.4,Winter,Zone A,Cod,Smelt
18.6,Summer,Zone B,Mackerel,Pollock
8.7,Winter,Zone A,Smelt,Cod
12.3,Spring,Zone A,Cod,Flounder
4.7,Winter,Zone A,Cod,Smelt
23.1,Summer,Zone C,Haddock,Pollock
19.1,Fall,Zone B,Atlantic Salmon,Halibut
19.2,Summer,Zone B,Haddock,Mackerel
10.6,Spring,Zone A,Flounder,Herring
18.3,Summer,Zone B,Mackerel,Pollock
12.7,Spring,Zone A,Herring,Flounder
21.2,Summer,Zone C,Pollock,Haddock
9.8,Winter,Zone A,Cod,Redfish
18.2,Summer,Zone B,Pollock,Haddock
5.6,Winter,Zone A,Redfish,Cod
5.7,Winter,Zone A,Redfish,Smelt
15.2,Fall,Zone B,Atlantic Salmon,Halibut
13.2,Fall,Zone A,Atlantic Salmon,Halibut
5.6,Winter,Zone A,Cod,Smelt
13.5,Fall,Zone A,Atlantic Salmon,Sea Bass
23.3,Summer,Zone C,Haddock,Pollock
17.8,Fall,Zone B,Sea Bass,Halibut
24.3,Summer,Zone C,Pollock,Mackerel
13.0,Fall,Zone A,Halibut,Atlantic Salmon
16.9,Fall,Zone B,Halibut,Atlantic Salmon
9.2,Winter,Zone A,Cod,Redfish
23.6,Summer,Zone C,Mackerel,Pollock
7.9,Winter,Zone A,Smelt,Redfish
21.6,Summer,Zone C,Pollock,Mackerel
13.7,Fall,Zone A,Atlantic Salmon,Halibut
16.3,Spring,Zone B,Cod,Herring
13.3,Fall,Zone A,Atlantic Salmon,Halibut
5.0,Winter,Zone A,Redfish,Cod
7.7,Winter,Zone A,Cod,Redfish
14.1,Fall,Zone A,Atlantic Salmon,Sea Bass
11.9,Spring,Zone A,Flounder,Cod
22.5,Summer,Zone C,Pollock,Haddock
16.2,Spring,Zone B,Cod,Flounder
5.7,Winter,Zone A,Smelt,Redfish
9.3,Winter,Zone A,Cod,Redfish
23.5,Summer,Zone C,Pollock,Haddock
5.3,Winter,Zone A,Redfish,Cod
12.4,Fall,Zone A,Sea Bass,Halibut
4.3,Winter,Zone A,Redfish,Cod
24.4,Summer,Zone C,Pollock,Mackerel
18.2,Fall,Zone B,Halibut,Sea Bass
23.4,Summer,Zone C,Haddock,Pollock
24.3,Summer,Zone C,Haddock,Mackerel
17.4,Fall,Zone B,Sea Bass,Atlantic Salmon
16.0,Fall,Zone B,Halibut,Sea Bass
6.7,Winter,Zone A,Cod,Redfish
7.0,Winter,Zone A,Cod,Redfish
13.6,Fall,Zone A,Atlantic Salmon,Sea Bass
17.1,Spring,Zone B,Flounder,Herring
4.7,Winter,Zone A,Redfish,Cod
22.0,Summer,Zone C,Haddock,Pollock
22.8,Summer,Zone C,Pollock,Mackerel
6.2,Winter,Zone A,Cod,Smelt
6.4,Winter,Zone A,Cod,Smelt
23.3,Summer,Zone C,Haddock,Mackerel
10.7,Spring,Zone A,Flounder,Cod
24.0,Summer,Zone C,Mackerel,Haddock
19.2,Fall,Zone B,Atlantic Salmon,Sea Bass
5.9,Winter,Zone A,Cod,Smelt
5.0,Winter,Zone A,Cod,Smelt
18.4,Fall,Zone B,Sea Bass,Atlantic Salmon
18.8,Fall,Zone B,Atlantic Salmon,Sea Bass
17.9,Spring,Zone B,Herring,Cod
9.2,Winter,Zone A,Redfish,Smelt
17.3,Fall,Zone B,Halibut,Atlantic Salmon
7.2,Winter,Zone A,Smelt,Cod
14.6,Fall,Zone A,Atlantic Salmon,Halibut
13.1,Spring,Zone A,Cod,Herring
6.4,Winter,Zone A,Redfish,Smelt
8.9,Winter,Zone A,Redfish,Smelt
17.2,Fall,Zone B,Halibut,Atlantic Salmon
11.4,Spring,Zone A,Flounder,Cod
8.3,Winter,Zone A,Cod,Redfish
12.6,Spring,Zone A,Flounder,Herring
7.9,Winter,Zone A,Smelt,Redfish
19.6,Fall,Zone B,Sea Bass,Atlantic Salmon
12.5,Spring,Zone A,Flounder,Herring
15.2,Spring,Zone B,Cod,Herring
9.2,Winter,Zone A,Cod,Smelt
11.7,Spring,Zone A,Cod,Herring
7.4,Winter,Zone A,Redfish,Cod
18.4,Summer,Zone B,Haddock,Mackerel
4.7,Winter,Zone A,Redfish,Smelt
5.0,Winter,Zone A,Smelt,Redfish
23.5,Summer,Zone C,Haddock,Mackerel
20.1,Summer,Zone C,Pollock,Mackerel
13.3,Spring,Zone A,Flounder,Cod
19.1,Summer,Zone B,Haddock,Mackerel
5.1,Winter,Zone A,Smelt,Redfish
17.8,Fall,Zone B,Sea Bass,Halibut
9.9,Winter,Zone A,Smelt,Cod
19.9,Summer,Zone B,Haddock,Mackerel
12.8,Spring,Zone A,Herring,Flounder
10.4,Spring,Zone A,Herring,Cod
17.7,Spring,Zone B,Cod,Flounder
13.7,Fall,Zone A,Sea Bass,Halibut
18.2,Summer,Zone B,Pollock,Mackerel
16.2,Spring,Zone B,Herring,Cod
13.5,Spring,Zone A,Flounder,Herring
15.4,Spring,Zone B,Cod,Flounder
12.0,Fall,Zone A,Halibut,Sea Bass
24.7,Summer,Zone C,Haddock,Pollock
10.0,Spring,Zone A,Cod,Flounder
12.6,Spring,Zone A,Flounder,Herring
9.0,Winter,Zone A,Redfish,Cod
15.6,Spring,Zone B,Herring,Flounder
4.1,Winter,Zone A,Smelt,Cod
12.9,Fall,Zone A,Atlantic Salmon,Sea Bass
22.6,Summer,Zone C,Haddock,Mackerel
24.6,Summer,Zone C,Mackerel,Haddock
22.6,Summer,Zone C,Pollock,Haddock
12.8,Fall,Zone A,Halibut,Atlantic Salmon
12.6,Spring,Zone A,Flounder,Herring
8.0,Winter,Zone A,Redfish,Smelt
14.2,Fall,Zone A,Sea Bass,Atlantic Salmon
24.8,Summer,Zone C,Mackerel,Haddock
19.1,Fall,Zone B,Sea Bass,Atlantic Salmon
10.9,Spring,Zone A,Flounder,Cod
6.2,Winter,Zone A,Redfish,Cod
21.9,Summer,Zone C,Mackerel,Haddock
18.2,Fall,Zone B,Sea Bass,Halibut
17.6,Spring,Zone B,Cod,Herring
19.4,Fall,Zone B,Sea Bass,Atlantic Salmon
18.0,Spring,Zone B,Cod,Herring
20.3,Summer,Zone C,Haddock,Pollock
13.2,Spring,Zone A,Flounder,Cod
18.9,Summer,Zone B,Mackerel,Haddock
13.7,Spring,Zone A,Cod,Flounder
4.5,Winter,Zone A,Cod,Smelt
10.9,Spring,Zone A,Herring,Flounder
16.5,Fall,Zone B,Halibut,Sea Bass
19.9,Summer,Zone B,Haddock,Pollock
14.1,Fall,Zone A,Atlantic Salmon,Halibut
13.4,Fall,Zone A,Sea Bass,Atlantic Salmon
20.0,Fall,Zone B,Halibut,Atlantic Salmon
7.0,Winter,Zone A,Cod,Redfish
19.5,Summer,Zone B,Pollock,Haddock
12.9,Fall,Zone A,Atlantic Salmon,Sea Bass
6.9,Winter,Zone A,Cod,Smelt
9.9,Winter,Zone A,Smelt,Cod
10.2,Spring,Zone A,Herring,Flounder
17.5,Fall,Zone B,Atlantic Salmon,Halibut
13.4,Fall,Zone A,Halibut,Sea Bass
9.3,Winter,Zone A,Cod,Redfish
20.3,Summer,Zone C,Mackerel,Pollock
8.8,Winter,Zone A,Smelt,Cod
16.4,Fall,Zone B,Atlantic Salmon,Halibut
21.6,Summer,Zone C,Haddock,Mackerel
22.8,Summer,Zone C,Mackerel,Haddock
10.8,Spring,Zone A,Herring,Flounder
11.2,Spring,Zone A,Herring,Flounder
6.9,Winter,Zone A,Smelt,Redfish
24.9,Summer,Zone C,Haddock,Mackerel
19.8,Fall,Zone B,Atlantic Salmon,Halibut
23.5,Summer,Zone C,Haddock,Pollock
6.0,Winter,Zone A,Smelt,Cod
21.5,Summer,Zone C,Pollock,Haddock
10.0,Winter,Zone A,Cod,Smelt
24.0,Summer,Zone C,Haddock,Pollock
17.2,Fall,Zone B,Atlantic Salmon,Sea Bass
19.7,Fall,Zone B,Halibut,Atlantic Salmon
18.0,Fall,Zone B,Halibut,Atlantic Salmon
21.9,Summer,Zone C,Mackerel,Pollock
14.3,Fall,Zone A,Sea Bass,Halibut
18.7,Summer,Zone B,Pollock,Haddock
22.5,Summer,Zone C,Mackerel,Pollock
17.3,Spring,Zone B,Herring,Flounder
24.5,Summer,Zone C,Mackerel,Haddock
13.5,Fall,Zone A,Sea Bass,Halibut
22.8,Summer,Zone C,Pollock,Haddock
17.7,Fall,Zone B,Halibut,Sea Bass
9.7,Winter,Zone A,Smelt,Cod
18.3,Summer,Zone B,Haddock,Pollock
7.5,Winter,Zone A,Cod,Redfish
13.0,Fall,Zone A,Sea Bass,Atlantic Salmon
12.7,Fall,Zone A,Atlantic Salmon,Halibut
11.2,Spring,Zone A,Cod,Flounder
19.0,Summer,Zone B,Haddock,Pollock
15.0,Spring,Zone B,Flounder,Herring
16.0,Fall,Zone B,Sea Bass,Atlantic Salmon
8.4,Winter,Zone A,Smelt,Redfish
15.3,Spring,Zone B,Cod,Flounder
23.7,Summer,Zone C,Mackerel,Pollock
18.6,Fall,Zone B,Sea Bass,Halibut
12.7,Spring,Zone A,Flounder,Cod
12.1,Spring,Zone A,Cod,Flounder
8.5,Winter,Zone A,Redfish,Smelt
5.1,Winter,Zone A,Redfish,Smelt
6.9,Winter,Zone A,Cod,Smelt
16.5,Fall,Zone B,Atlantic Salmon,Sea Bass
15.6,Spring,Zone B,Flounder,Herring
19.7,Fall,Zone B,Atlantic Salmon,Sea Bass
9.1,Winter,Zone A,Redfish,Cod
9.0,Winter,Zone A,Redfish,Cod
18.5,Fall,Zone B,Halibut,Atlantic Salmon
12.1,Fall,Zone A,Sea Bass,Halibut
10.6,Spring,Zone A,Herring,Cod
9.1,Winter,Zone A,Redfish,Smelt
9.8,Winter,Zone A,Cod,Smelt
18.1,Fall,Zone B,Sea Bass,Atlantic Salmon
21.4,Summer,Zone C,Pollock,Haddock
24.1,Summer,Zone C,Pollock,Mackerel
12.2,Spring,Zone A,Herring,Flounder
11.4,Spring,Zone A,Cod,Herring
22.0,Summer,Zone C,Pollock,Haddock
19.4,Summer,Zone B,Pollock,Haddock
9.8,Winter,Zone A,Smelt,Redfish
14.6,Fall,Zone A,Sea Bass,Atlantic Salmon
16.1,Spring,Zone B,Herring,Cod
16.9,Spring,Zone B,Flounder,Cod
5.9,Winter,Zone A,Smelt,Cod
7.4,Winter,Zone A,Redfish,Cod
13.8,Fall,Zone A,Halibut,Sea Bass
15.4,Spring,Zone B,Cod,Flounder
9.6,Winter,Zone A,Cod,Smelt
19.8,Summer,Zone B,Haddock,Pollock
6.1,Winter,Zone A,Smelt,Cod
12.7,Spring,Zone A,Herring,Cod
9.3,Winter,Zone A,Smelt,Redfish
21.2,Summer,Zone C,Pollock,Mackerel
16.4,Spring,Zone B,Flounder,Cod
15.6,Fall,Zone B,Halibut,Sea Bass
9.4,Winter,Zone A,Redfish,Cod
14.7,Fall,Zone A,Halibut,Atlantic Salmon
5.5,Winter,Zone A,Smelt,Redfish
18.2,Fall,Zone B,Atlantic Salmon,Halibut
10.2,Spring,Zone A,Herring,Cod
23.7,Summer,Zone C,Haddock,Mackerel
8.4,Winter,Zone A,Cod,Redfish
22.3,Summer,Zone C,Haddock,Pollock
14.5,Fall,Zone A,Atlantic Salmon,Halibut
9.2,Winter,Zone A,Smelt,Redfish
17.8,Spring,Zone B,Cod,Herring
24.5,Summer,Zone C,Haddock,Mackerel
22.5,Summer,Zone C,Mackerel,Haddock
14.0,Fall,Zone A,Halibut,Atlantic Salmon
4.8,Winter,Zone A,Cod,Smelt
15.5,Spring,Zone B,Herring,Cod
6.2,Winter,Zone A,Cod,Redfish
24.7,Summer,Zone C,Haddock,Mackerel
16.1,Spring,Zone B,Cod,Flounder
16.4,Fall,Zone B,Halibut,Atlantic Salmon
7.6,Winter,Zone A,Smelt,Cod
19.0,Summer,Zone B,Pollock,Mackerel
20.4,Summer,Zone C,Haddock,Mackerel
6.9,Winter,Zone A,Smelt,Cod
4.8,Winter,Zone A,Redfish,Smelt
23.6,Summer,Zone C,Pollock,Mackerel
24.0,Summer,Zone C,Mackerel,Haddock
19.2,Summer,Zone B,Pollock,Haddock
15.3,Fall,Zone B,Sea Bass,Halibut
7.2,Winter,Zone A,Cod,Smelt
11.0,Spring,Zone A,Herring,Flounder
23.6,Summer,Zone C,Haddock,Pollock
19.7,Fall,Zone B,Halibut,Atlantic Salmon
17.3,Fall,Zone B,Sea Bass,Atlantic Salmon
19.6,Summer,Zone B,Mackerel,Pollock
19.1,Fall,Zone B,Sea Bass,Atlantic Salmon
9.0,Winter,Zone A,Smelt,Cod
9.0,Winter,Zone A,Redfish,Smelt
15.6,Fall,Zone B,Halibut,Sea Bass
10.3,Spring,Zone A,Flounder,Cod
13.9,Spring,Zone A,Flounder,Herring
11.8,Spring,Zone A,Herring,Cod
15.2,Spring,Zone B,Cod,Herring
21.7,Summer,Zone C,Pollock,Haddock
14.0,Fall,Zone A,Atlantic Salmon,Halibut
12.7,Spring,Zone A,Cod,Herring
21.9,Summer,Zone C,Pollock,Haddock
13.2,Spring,Zone A,Cod,Flounder
16.2,Fall,Zone B,Halibut,Atlantic Salmon
23.8,Summer,Zone C,Pollock,Haddock
10.5,Spring,Zone A,Cod,Herring
16.0,Spring,Zone B,Flounder,Cod
22.0,Summer,Zone C,Mackerel,Pollock
6.3,Winter,Zone A,Smelt,Cod
16.6,Fall,Zone B,Atlantic Salmon,Halibut
6.1,Winter,Zone A,Smelt,Redfish
7.3,Winter,Zone A,Redfish,Smelt
20.6,Summer,Zone C,Mackerel,Pollock
18.9,Summer,Zone B,Mackerel,Pollock
9.9,Winter,Zone A,Smelt,Redfish
24.3,Summer,Zone C,Mackerel,Pollock
17.1,Spring,Zone B,Flounder,Herring
13.4,Fall,Zone A,Sea Bass,Atlantic Salmon
8.7,Winter,Zone A,Smelt,Redfish
11.8,Spring,Zone A,Herring,Flounder
16.2,Fall,Zone B,Atlantic Salmon,Halibut
18.0,Fall,Zone B,Atlantic Salmon,Halibut
22.7,Summer,Zone C,Pollock,Mackerel
24.7,Summer,Zone C,Mackerel,Pollock
4.1,Winter,Zone A,Cod,Smelt
17.7,Spring,Zone B,Herring,Flounder
23.8,Summer,Zone C,Haddock,Mackerel
13.2,Spring,Zone A,Herring,Flounder
10.9,Spring,Zone A,Cod,Flounder
11.2,Spring,Zone A,Herring,Cod
7.9,Winter,Zone A,Smelt,Redfish
18.6,Summer,Zone B,Mackerel,Haddock
16.0,Spring,Zone B,Flounder,Herring
16.1,Fall,Zone B,Halibut,Atlantic Salmon
18.3,Fall,Zone B,Sea Bass,Atlantic Salmon
11.3,Spring,Zone A,Herring,Flounder
16.0,Spring,Zone B,Herring,Cod
23.4,Summer,Zone C,Mackerel,Haddock
21.8,Summer,Zone C,Pollock,Mackerel
20.1,Summer,Zone C,Haddock,Mackerel
9.9,Winter,Zone A,Cod,Smelt
4.6,Winter,Zone A,Cod,Redfish
9.1,Winter,Zone A,Cod,Redfish
13.7,Spring,Zone A,Cod,Herring
13.6,Fall,Zone A,Atlantic Salmon,Sea Bass
18.6,Fall,Zone B,Halibut,Atlantic Salmon
23.7,Summer,Zone C,Mackerel,Pollock
21.3,Summer,Zone C,Haddock,Pollock
17.9,Fall,Zone B,Halibut,Atlantic Salmon
18.9,Fall,Zone B,Sea Bass,Halibut
17.7,Spring,Zone B,Cod,Herring
4.3,Winter,Zone A,Smelt,Redfish
13.3,Fall,Zone A,Halibut,Atlantic Salmon
14.9,Fall,Zone A,Sea Bass,Atlantic Salmon
17.0,Fall,Zone B,Sea Bass,Atlantic Salmon
12.1,Spring,Zone A,Flounder,Herring
15.7,Spring,Zone B,Flounder,Herring
14.6,Spring,Zone A,Flounder,Herring
7.3,Winter,Zone A,Smelt,Cod
18.8,Fall,Zone B,Atlantic Salmon,Sea Bass
18.3,Summer,Zone B,Mackerel,Pollock
16.2,Fall,Zone B,Atlantic Salmon,Halibut
12.8,Spring,Zone A,Flounder,Cod
15.5,Fall,Zone B,Halibut,Atlantic Salmon
20.3,Summer,Zone C,Pollock,Haddock
22.7,Summer,Zone C,Pollock,Haddock
15.7,Spring,Zone B,Herring,Flounder
15.3,Spring,Zone B,Cod,Flounder
16.6,Fall,Zone B,Atlantic Salmon,Sea Bass
15.5,Fall,Zone B,Sea Bass,Halibut
13.1,Spring,Zone A,Flounder,Herring
14.4,Fall,Zone A,Atlantic Salmon,Halibut
18.1,Summer,Zone B,Haddock,Mackerel
9.5,Winter,Zone A,Redfish,Smelt
23.8,Summer,Zone C,Pollock,Mackerel
10.7,Spring,Zone A,Cod,Flounder
17.8,Fall,Zone B,Sea Bass,Atlantic Salmon
22.5,Summer,Zone C,Mackerel,Pollock
12.7,Fall,Zone A,Atlantic Salmon,Sea Bass
11.4,Spring,Zone A,Herring,Flounder
19.7,Summer,Zone B,Mackerel,Haddock
15.6,Spring,Zone B,Cod,Flounder
19.3,Summer,Zone B,Pollock,Mackerel
22.6,Summer,Zone C,Mackerel,Pollock
17.9,Spring,Zone B,Flounder,Herring
16.4,Fall,Zone B,Atlantic Salmon,Sea Bass
5.9,Winter,Zone A,Cod,Redfish
4.5,Winter,Zone A,Redfish,Smelt
5.4,Winter,Zone A,Redfish,Cod
23.6,Summer,Zone C,Pollock,Mackerel
15.6,Fall,Zone B,Atlantic Salmon,Halibut
