temperature_degree_c,season,fishing_zone,fish_species_1,fish_species_2,salinity_psu
4.8,Winter,Zone A,Smelt,Cod,33.12
16.8,Spring,Zone B,Cod,Flounder,31.98
13.0,Spring,Zone A,Cod,Herring,31.69
6.8,Winter,Zone A,Cod,Redfish,33.54
4.7,Winter,Zone A,Redfish,Cod,32.53
16.7,Fall,Zone B,Atlantic Salmon,Sea Bass,31.31
18.8,Summer,Zone B,Pollock,Haddock,32.2
13.0,Spring,Zone A,Herring,Cod,31.72
14.6,Fall,Zone A,Sea Bass,Atlantic Salmon,31.96
13.0,Spring,Zone A,Flounder,Cod,31.06
15.7,Fall,Zone B,Sea Bass,Atlantic Salmon,32.75
10.0,Winter,Zone A,Smelt,Cod,33.53
6.6,Winter,Zone A,Redfish,Smelt,33.35
16.1,Fall,Zone B,Halibut,Sea Bass,32.84
17.1,Fall,Zone B,Halibut,Sea Bass,31.81
16.4,Spring,Zone B,Cod,Herring,31.25
14.2,Fall,Zone A,Sea Bass,Atlantic Salmon,33.36
6.4,Winter,Zone A,Smelt,Redfish,33.46
7.7,Winter,Zone A,Redfish,Smelt,33.43
15.2,Fall,Zone B,Atlantic Salmon,Halibut,33.64
12.9,Fall,Zone A,Atlantic Salmon,Sea Bass,31.91
6.1,Winter,Zone A,Smelt,Redfish,33.84
5.9,Winter,Zone A,Smelt,Cod,34.29
24.5,Summer,Zone C,Mackerel,Pollock,31.86
20.0,Summer,Zone B,Pollock,Haddock,32.68
17.3,Spring,Zone B,Herring,Flounder,30.89
21.3,Summer,Zone C,Mackerel,Haddock,31.84
8.2,Winter,Zone A,Smelt,Cod,33.53
19.1,Summer,Zone B,Haddock,Mackerel,32.69
13.4,Spring,Zone A,Flounder,Cod,32.14
7.0,Winter,Zone A,Redfish,Smelt,34.18
16.9,Fall,Zone B,Halibut,Sea Bass,32.37
23.9,Summer,Zone C,Pollock,Haddock,32.65
6.0,Winter,Zone A,Smelt,Cod,33.28
17.4,Spring,Zone B,Cod,Flounder,31.83
12.6,Spring,Zone A,Herring,Flounder,31.72
5.7,Winter,Zone A,Redfish,Cod,33.69
7.5,Winter,Zone A,Redfish,Smelt,33.59
20.8,Summer,Zone C,Mackerel,Haddock,31.41
5.5,Winter,Zone A,Redfish,Cod,32.91
24.9,Summer,Zone C,Pollock,Haddock,32.06
24.9,Summer,Zone C,Haddock,Mackerel,31.16
15.1,Fall,Zone B,Sea Bass,Atlantic Salmon,32.91
15.9,Fall,Zone B,Atlantic Salmon,Halibut,32.89
12.0,Spring,Zone A,Cod,Flounder,31.81
16.6,Fall,Zone B,Sea Bass,Atlantic Salmon,31.86
11.1,Spring,Zone A,Cod,Flounder,32.39
6.0,Winter,Zone A,Redfish,Cod,34.47
6.6,Winter,Zone A,Redfish,Smelt,33.49
17.6,Fall,Zone B,Atlantic Salmon,Sea Bass,32.63
18.7,Summer,Zone B,Mackerel,Pollock,32.42
16.6,Spring,Zone B,Herring,Cod,31.69
19.8,Summer,Zone B,Haddock,Mackerel,32.2
7.8,Winter,Zone A,Cod,Redfish,33.34
17.0,Spring,Zone B,Herring,Cod,31.85
6.2,Winter,Zone A,Smelt,Cod,34.61
19.9,Summer,Zone B,Pollock,Mackerel,31.55
17.0,Spring,Zone B,Flounder,Cod,31.35
11.3,Spring,Zone A,Herring,Flounder,31.09
14.9,Fall,Zone A,Sea Bass,Atlantic Salmon,33.3
13.2,Fall,Zone A,Halibut,Atlantic Salmon,32.3
16.1,Fall,Zone B,Sea Bass,Halibut,31.72
14.2,Spring,Zone A,Cod,Herring,31.86
9.9,Winter,Zone A,Smelt,Redfish,34.13
17.8,Spring,Zone B,Herring,Cod,31.69
22.7,Summer,Zone C,Haddock,Pollock,32.22
18.8,Summer,Zone B,Pollock,Haddock,32.51
13.7,Spring,Zone A,Flounder,Herring,32.27
21.1,Summer,Zone C,Mackerel,Pollock,31.76
4.3,Winter,Zone A,Redfish,Cod,33.48
12.9,Spring,Zone A,Cod,Herring,31.38
14.2,Spring,Zone A,Cod,Herring,30.96
18.1,Summer,Zone B,Mackerel,Haddock,32.18
15.8,Fall,Zone B,Halibut,Sea Bass,33.01
13.8,Fall,Zone A,Atlantic Salmon,Halibut,32.84
13.4,Fall,Zone A,Sea Bass,Atlantic Salmon,32.9
16.3,Spring,Zone B,Flounder,Cod,31.51
18.1,Summer,Zone B,Haddock,Mackerel,32.61
4.2,Winter,Zone A,Cod,Redfish,33.14
15.1,Fall,Zone B,Halibut,Sea Bass,32.34
9.4,Winter,Zone A,Smelt,Cod,33.38
19.0,Fall,Zone B,Atlantic Salmon,Sea Bass,32.44
8.2,Winter,Zone A,Redfish,Smelt,33.5
13.1,Fall,Zone A,Atlantic Salmon,Sea Bass,32.53
5.4,Winter,Zone A,Redfish,Smelt,33.29
18.9,Summer,Zone B,Mackerel,Pollock,33.88
4.9,Winter,Zone A,Cod,Smelt,33.96
4.9,Winter,Zone A,Smelt,Redfish,33.71
8.4,Winter,Zone A,Redfish,Smelt,33.21
9.9,Winter,Zone A,Cod,Smelt,33.03
7.5,Winter,Zone A,Redfish,Cod,33.31
11.7,Spring,Zone A,Flounder,Herring,31.81
9.4,Winter,Zone A,Smelt,Redfish,32.34
19.8,Fall,Zone B,Atlantic Salmon,Halibut,31.48
5.0,Winter,Zone A,Cod,Redfish,33.18
20.5,Summer,Zone C,Haddock,Mackerel,32.33
21.5,Summer,Zone C,Mackerel,Pollock,32.06
8.5,Winter,Zone A,Cod,Smelt,34.06
6.1,Winter,Zone A,Redfish,Smelt,32.7
19.9,Summer,Zone B,Mackerel,Pollock,31.88
20.6,Summer,Zone C,Haddock,Pollock,32.98
18.2,Fall,Zone B,Halibut,Atlantic Salmon,32.41
10.3,Spring,Zone A,Flounder,Herring,32.18
22.5,Summer,Zone C,Haddock,Mackerel,33.15
12.2,Spring,Zone A,Flounder,Herring,31.29
15.3,Fall,Zone B,Halibut,Sea Bass,32.44
10.6,Spring,Zone A,Cod,Flounder,31.58
21.6,Summer,Zone C,Pollock,Haddock,31.19
24.5,Summer,Zone C,Pollock,Haddock,31.87
19.5,Summer,Zone B,Mackerel,Haddock,32.72
10.4,Spring,Zone A,Flounder,Herring,32.0
6.9,Winter,Zone A,Cod,Redfish,33.71
19.2,Fall,Zone B,Atlantic Salmon,Sea Bass,32.1
6.6,Winter,Zone A,Smelt,Cod,33.09
22.6,Summer,Zone C,Pollock,Haddock,32.75
16.9,Fall,Zone B,Sea Bass,Atlantic Salmon,32.16
15.8,Spring,Zone B,Flounder,Cod,31.61
9.9,Winter,Zone A,Cod,Redfish,33.34
14.2,Spring,Zone A,Flounder,Cod,32.27
4.4,Winter,Zone A,Cod,Smelt,34.02
6.6,Winter,Zone A,Cod,Redfish,32.77
13.3,Fall,Zone A,Atlantic Salmon,Sea Bass,31.99
21.7,Summer,Zone C,Haddock,Mackerel,32.45
19.3,Summer,Zone B,Pollock,Mackerel,32.25
5.1,Winter,Zone A,Redfish,Cod,33.27
16.0,Spring,Zone B,Cod,Flounder,31.96
6.4,Winter,Zone A,Smelt,Cod,33.52
13.1,Spring,Zone A,Cod,Herring,31.62
5.0,Winter,Zone A,Smelt,Redfish,33.89
15.5,Spring,Zone B,Flounder,Herring,31.29
19.8,Fall,Zone B,Halibut,Atlantic Salmon,33.04
16.8,Spring,Zone B,Cod,Herring,31.02
12.7,Fall,Zone A,Halibut,Atlantic Salmon,32.94
16.0,Spring,Zone B,Herring,Flounder,32.17
13.1,Spring,Zone A,Cod,Flounder,30.91
5.0,Winter,Zone A,Redfish,Cod,33.33
23.3,Summer,Zone C,Haddock,Mackerel,32.66
24.5,Summer,Zone C,Mackerel,Pollock,32.6
7.5,Winter,Zone A,Smelt,Cod,33.29
8.8,Winter,Zone A,Cod,Redfish,32.94
15.8,Spring,Zone B,Flounder,Cod,31.94
8.0,Winter,Zone A,Cod,Redfish,33.94
17.9,Fall,Zone B,Sea Bass,Halibut,31.77
4.7,Winter,Zone A,Cod,Redfish,32.91
7.2,Winter,Zone A,Redfish,Cod,33.5
18.6,Summer,Zone B,Mackerel,Haddock,32.63
5.3,Winter,Zone A,Redfish,Smelt,33.34
16.7,Spring,Zone B,Herring,Cod,31.75
6.4,Winter,Zone A,Cod,Smelt,33.07
17.8,Fall,Zone B,Halibut,Atlantic Salmon,31.3
12.6,Fall,Zone A,Sea Bass,Atlantic Salmon,32.41
6.1,Winter,Zone A,Smelt,Redfish,33.48
16.1,Spring,Zone B,Cod,Flounder,31.31
4.1,Winter,Zone A,Cod,Smelt,32.97
14.5,Fall,Zone A,Sea Bass,Atlantic Salmon,31.62
18.8,Summer,Zone B,Pollock,Haddock,32.05
16.5,Spring,Zone B,Herring,Flounder,31.87
13.4,Fall,Zone A,Halibut,Sea Bass,33.21
21.6,Summer,Zone C,Haddock,Mackerel,32.76
5.1,Winter,Zone A,Cod,Smelt,33.09
22.0,Summer,Zone C,Mackerel,Pollock,31.57
19.3,Summer,Zone B,Mackerel,Pollock,32.53
20.3,Summer,Zone C,Pollock,Haddock,32.55
7.5,Winter,Zone A,Cod,Smelt,33.58
17.9,Fall,Zone B,Halibut,Sea Bass,31.35
17.7,Spring,Zone B,Herring,Flounder,30.93
12.4,Fall,Zone A,Sea Bass,Atlantic Salmon,32.62
20.3,Summer,Zone C,Mackerel,Pollock,32.48
17.7,Spring,Zone B,Herring,Flounder,31.75
6.9,Winter,Zone A,Smelt,Cod,33.48
14.4,Fall,Zone A,Halibut,Sea Bass,32.7
5.3,Winter,Zone A,Smelt,Redfish,33.53
14.6,Spring,Zone A,Flounder,Herring,31.86
11.1,Spring,Zone A,Cod,Herring,31.85
20.0,Fall,Zone B,Sea Bass,Atlantic Salmon,32.28
5.7,Winter,Zone A,Cod,Smelt,33.33
11.0,Spring,Zone A,Cod,Flounder,31.74
17.4,Spring,Zone B,Herring,Cod,31.62
14.4,Fall,Zone A,Atlantic Salmon,Halibut,32.66
12.2,Fall,Zone A,Sea Bass,Atlantic Salmon,32.83
22.1,Summer,Zone C,Haddock,Pollock,32.82
18.3,Summer,Zone B,Mackerel,Pollock,32.47
9.0,Winter,Zone A,Redfish,Smelt,32.98
17.5,Spring,Zone B,Flounder,Herring,31.82
18.7,Summer,Zone B,Mackerel,Pollock,31.63
12.8,Spring,Zone A,Cod,Flounder,31.07
14.3,Spring,Zone A,Herring,Cod,31.7
12.1,Fall,Zone A,Sea Bass,Atlantic Salmon,32.9
14.7,Spring,Zone A,Cod,Herring,30.89
7.5,Winter,Zone A,Redfish,Cod,33.18
8.3,Winter,Zone A,Cod,Redfish,33.03
21.0,Summer,Zone C,Haddock,Pollock,31.96
17.1,Spring,Zone B,Flounder,Cod,31.87
13.8,Fall,Zone A,Sea Bass,Atlantic Salmon,32.91
24.0,Summer,Zone C,Pollock,Haddock,32.04
5.6,Winter,Zone A,Cod,Smelt,33.2
11.6,Spring,Zone A,Herring,Flounder,31.0
20.0,Summer,Zone B,Haddock,Mackerel,32.96
15.4,Fall,Zone B,Halibut,Atlantic Salmon,32.78
17.7,Spring,Zone B,Cod,Flounder,31.01
4.0,Winter,Zone A,Smelt,Cod,33.91
20.2,Summer,Zone C,Mackerel,Pollock,32.2
13.1,Spring,Zone A,Herring,Cod,31.45
7.5,Winter,Zone A,Smelt,Cod,33.59
10.5,Spring,Zone A,Herring,Flounder,31.35
13.0,Fall,Zone A,Sea Bass,Halibut,32.43
17.3,Fall,Zone B,Atlantic Salmon,Sea Bass,32.45
15.9,Spring,Zone B,Flounder,Cod,31.21
21.1,Summer,Zone C,Pollock,Mackerel,32.53
24.5,Summer,Zone C,Mackerel,Haddock,32.96
16.9,Fall,Zone B,Atlantic Salmon,Halibut,32.03
8.6,Winter,Zone A,Smelt,Cod,32.49
11.1,Spring,Zone A,Flounder,Cod,30.69
20.2,Summer,Zone C,Haddock,Pollock,32.16
21.9,Summer,Zone C,Mackerel,Haddock,31.82
18.8,Fall,Zone B,Atlantic Salmon,Sea Bass,32.41
18.1,Fall,Zone B,Sea Bass,Halibut,32.41
13.4,Fall,Zone A,Atlantic Salmon,Halibut,31.78
17.1,Fall,Zone B,Atlantic Salmon,Halibut,31.49
10.4,Spring,Zone A,Flounder,Cod,31.88
25.0,Summer,Zone C,Pollock,Mackerel,32.07
7.0,Winter,Zone A,Cod,Smelt,33.19
15.3,Spring,Zone B,Cod,Herring,30.66
19.6,Summer,Zone B,Mackerel,Haddock,32.51
15.8,Spring,Zone B,Herring,Cod,32.1
18.5,Fall,Zone B,Halibut,Atlantic Salmon,32.46
6.6,Winter,Zone A,Redfish,Cod,33.0
6.1,Winter,Zone A,Smelt,Redfish,33.47
10.0,Winter,Zone A,Cod,Redfish,32.57
14.5,Fall,Zone A,Atlantic Salmon,Halibut,33.05
20.1,Summer,Zone C,Haddock,Mackerel,32.29
21.0,Summer,Zone C,Haddock,Pollock,31.32
20.5,Summer,Zone C,Pollock,Haddock,32.07
17.4,Fall,Zone B,Sea Bass,Atlantic Salmon,32.61
11.7,Spring,Zone A,Flounder,Cod,31.5
7.2,Winter,Zone A,Redfish,Smelt,33.25
18.1,Summer,Zone B,Pollock,Mackerel,31.73
15.2,Fall,Zone B,Halibut,Sea Bass,32.77
15.6,Fall,Zone B,Atlantic Salmon,Sea Bass,32.15
8.4,Winter,Zone A,Cod,Smelt,32.25
18.3,Summer,Zone B,Pollock,Haddock,32.15
7.1,Winter,Zone A,Cod,Redfish,33.89
24.0,Summer,Zone C,Haddock,Pollock,31.86
8.5,Winter,Zone A,Cod,Redfish,34.19
16.5,Spring,Zone B,Cod,Flounder,31.64
9.3,Winter,Zone A,Redfish,Cod,33.45
22.4,Summer,Zone C,Mackerel,Pollock,32.07
6.1,Winter,Zone A,Smelt,Redfish,33.41
19.8,Summer,Zone B,Pollock,Haddock,32.13
19.9,Fall,Zone B,Atlantic Salmon,Halibut,32.1
5.0,Winter,Zone A,Smelt,Cod,33.77
16.3,Fall,Zone B,Atlantic Salmon,Halibut,31.97
22.4,Summer,Zone C,Pollock,Mackerel,31.59
14.3,Fall,Zone A,Atlantic Salmon,Halibut,31.97
22.5,Summer,Zone C,Pollock,Mackerel,33.15
4.7,Winter,Zone A,Cod,Smelt,33.78
13.8,Fall,Zone A,Sea Bass,Halibut,32.71
14.7,Fall,Zone A,Atlantic Salmon,Halibut,31.99
15.8,Fall,Zone B,Halibut,Sea Bass,32.77
23.6,Summer,Zone C,Mackerel,Pollock,32.01
5.4,Winter,Zone A,Smelt,Redfish,33.59
7.5,Winter,Zone A,Smelt,Redfish,32.89
7.5,Winter,Zone A,Smelt,Cod,33.46
16.2,Spring,Zone B,Flounder,Herring,31.23
15.8,Spring,Zone B,Cod,Herring,31.08
20.0,Summer,Zone B,Mackerel,Pollock,32.62
22.6,Summer,Zone C,Mackerel,Haddock,31.35
12.5,Fall,Zone A,Atlantic Salmon,Sea Bass,32.91
12.4,Spring,Zone A,Herring,Flounder,31.97
15.2,Fall,Zone B,Halibut,Sea Bass,32.05
4.5,Winter,Zone A,Redfish,Cod,33.11
16.0,Spring,Zone B,Herring,Cod,31.34
9.2,Winter,Zone A,Smelt,Redfish,33.43
20.0,Summer,Zone B,Pollock,Mackerel,32.17
7.9,Winter,Zone A,Smelt,Cod,33.57
17.8,Fall,Zone B,Sea Bass,Atlantic Salmon,33.24
6.0,Winter,Zone A,Smelt,Cod,33.2
8.9,Winter,Zone A,Redfish,Cod,32.45
8.9,Winter,Zone A,Redfish,Cod,33.72
14.9,Spring,Zone A,Cod,Herring,32.35
17.5,Fall,Zone B,Sea Bass,Halibut,32.57
12.9,Fall,Zone A,Sea Bass,Halibut,32.06
17.6,Fall,Zone B,Sea Bass,Atlantic Salmon,32.31
16.7,Fall,Zone B,Atlantic Salmon,Halibut,31.86
19.9,Fall,Zone B,Atlantic Salmon,Sea Bass,32.58
19.5,Fall,Zone B,Halibut,Atlantic Salmon,31.6
11.9,Spring,Zone A,Flounder,Cod,31.5
5.1,Winter,Zone A,Cod,Smelt,32.99
9.1,Winter,Zone A,Cod,Smelt,33.36
19.8,Summer,Zone B,Pollock,Mackerel,32.08
13.0,Spring,Zone A,Flounder,Herring,31.69
7.6,Winter,Zone A,Cod,Redfish,33.38
7.6,Winter,Zone A,Cod,Redfish,32.88
21.0,Summer,Zone C,Pollock,Mackerel,32.51
14.3,Spring,Zone A,Herring,Flounder,31.51
7.3,Winter,Zone A,Redfish,Smelt,32.89
10.5,Spring,Zone A,Cod,Herring,32.85
16.0,Spring,Zone B,Flounder,Cod,31.69
16.9,Spring,Zone B,Cod,Flounder,31.33
20.0,Summer,Zone B,Haddock,Mackerel,32.96
18.2,Summer,Zone B,Mackerel,Pollock,33.26
11.0,Spring,Zone A,Flounder,Herring,31.63
16.0,Spring,Zone B,Cod,Flounder,31.62
17.9,Fall,Zone B,Atlantic Salmon,Halibut,31.86
21.2,Summer,Zone C,Pollock,Mackerel,32.12
16.1,Fall,Zone B,Halibut,Atlantic Salmon,32.35
17.2,Fall,Zone B,Sea Bass,Atlantic Salmon,32.48
16.4,Spring,Zone B,Cod,Flounder,31.6
6.7,Winter,Zone A,Smelt,Redfish,33.69
15.0,Fall,Zone B,Halibut,Sea Bass,32.62
20.9,Summer,Zone C,Pollock,Haddock,31.6
10.2,Spring,Zone A,Flounder,Cod,31.27
16.2,Fall,Zone B,Sea Bass,Atlantic Salmon,32.17
13.5,Spring,Zone A,Herring,Cod,31.43
14.7,Fall,Zone A,Atlantic Salmon,Halibut,33.04
24.9,Summer,Zone C,Haddock,Pollock,31.42
20.5,Summer,Zone C,Pollock,Haddock,32.05
18.2,Fall,Zone B,Sea Bass,Halibut,32.82
13.7,Fall,Zone A,Atlantic Salmon,Sea Bass,32.42
6.7,Winter,Zone A,Smelt,Cod,33.65
12.0,Fall,Zone A,Atlantic Salmon,Sea Bass,32.58
23.3,Summer,Zone C,Mackerel,Haddock,32.21
5.3,Winter,Zone A,Cod,Redfish,33.37
4.7,Winter,Zone A,Cod,Smelt,33.85
18.9,Summer,Zone B,Pollock,Haddock,31.53
12.0,Fall,Zone A,Halibut,Sea Bass,32.47
19.2,Summer,Zone B,Pollock,Mackerel,32.44
15.1,Spring,Zone B,Flounder,Cod,31.76
13.9,Spring,Zone A,Cod,Herring,32.3
5.8,Winter,Zone A,Smelt,Redfish,33.26
5.4,Winter,Zone A,Cod,Redfish,34.22
16.8,Spring,Zone B,Cod,Flounder,31.08
19.3,Summer,Zone B,Pollock,Haddock,32.95
5.1,Winter,Zone A,Smelt,Redfish,33.9
12.9,Fall,Zone A,Sea Bass,Atlantic Salmon,32.15
17.7,Spring,Zone B,Herring,Flounder,31.52
17.6,Fall,Zone B,Sea Bass,Atlantic Salmon,32.34
20.2,Summer,Zone C,Haddock,Mackerel,32.55
17.4,Fall,Zone B,Halibut,Atlantic Salmon,32.27
19.1,Fall,Zone B,Atlantic Salmon,Sea Bass,32.14
6.2,Winter,Zone A,Cod,Redfish,34.12
14.7,Spring,Zone A,Cod,Herring,31.47
5.0,Winter,Zone A,Smelt,Redfish,33.91
6.9,Winter,Zone A,Cod,Redfish,33.29
19.4,Fall,Zone B,Halibut,Atlantic Salmon,33.11
12.2,Spring,Zone A,Herring,Cod,31.3
19.4,Fall,Zone B,Halibut,Sea Bass,31.97
19.6,Fall,Zone B,Atlantic Salmon,Halibut,33.03
9.0,Winter,Zone A,Smelt,Cod,33.08
9.1,Winter,Zone A,Cod,Redfish,34.1
13.1,Spring,Zone A,Cod,Flounder,32.04
19.9,Fall,Zone B,Atlantic Salmon,Sea Bass,32.18
24.8,Summer,Zone C,Mackerel,Haddock,31.1
7.1,Winter,Zone A,Cod,Smelt,33.39
11.6,Spring,Zone A,Flounder,Herring,31.72
18.5,Summer,Zone B,Mackerel,Pollock,32.91
6.7,Winter,Zone A,Cod,Smelt,34.21
18.3,Summer,Zone B,Mackerel,Pollock,31.99
19.9,Summer,Zone B,Haddock,Mackerel,32.66
14.7,Fall,Zone A,Atlantic Salmon,Sea Bass,32.9
19.3,Summer,Zone B,Mackerel,Pollock,32.82
22.6,Summer,Zone C,Haddock,Mackerel,32.37
15.9,Fall,Zone B,Halibut,Atlantic Salmon,31.48
6.3,Winter,Zone A,Cod,Redfish,33.36
8.4,Winter,Zone A,Redfish,Smelt,32.75
20.5,Summer,Zone C,Mackerel,Pollock,32.12
20.0,Fall,Zone B,Sea Bass,Atlantic Salmon,32.74
20.0,Summer,Zone B,Haddock,Mackerel,32.4
18.1,Fall,Zone B,Atlantic Salmon,Halibut,32.92
14.0,Spring,Zone A,Flounder,Herring,31.72
7.7,Winter,Zone A,Cod,Smelt,32.72
24.0,Summer,Zone C,Haddock,Pollock,30.79
18.7,Summer,Zone B,Haddock,Mackerel,32.39
5.4,Winter,Zone A,Cod,Smelt,33.37
5.8,Winter,Zone A,Redfish,Smelt,32.97
13.3,Fall,Zone A,Halibut,Sea Bass,31.73
14.7,Fall,Zone A,Atlantic Salmon,Halibut,32.15
5.3,Winter,Zone A,Redfish,Cod,33.39
14.0,Spring,Zone A,Flounder,Herring,31.88
8.5,Winter,Zone A,Smelt,Redfish,33.42
6.4,Winter,Zone A,Smelt,Cod,34.23
22.3,Summer,Zone C,Pollock,Haddock,31.62
16.9,Fall,Zone B,Sea Bass,Halibut,32.85
8.9,Winter,Zone A,Redfish,Smelt,33.33
21.1,Summer,Zone C,Haddock,Mackerel,32.54
16.1,Spring,Zone B,Herring,Flounder,31.23
23.6,Summer,Zone C,Mackerel,Pollock,32.61
20.4,Summer,Zone C,Mackerel,Haddock,32.38
5.9,Winter,Zone A,Smelt,Redfish,33.12
15.9,Fall,Zone B,Atlantic Salmon,Sea Bass,32.45
20.5,Summer,Zone C,Pollock,Haddock,32.11
21.3,Summer,Zone C,Haddock,Pollock,32.43
13.9,Spring,Zone A,Flounder,Herring,30.97
5.9,Winter,Zone A,Smelt,Cod,33.44
10.6,Spring,Zone A,Flounder,Herring,31.92
18.4,Summer,Zone B,Mackerel,Haddock,32.35
18.3,Fall,Zone B,Halibut,Sea Bass,33.01
16.1,Spring,Zone B,Cod,Herring,31.83
22.4,Summer,Zone C,Haddock,Mackerel,32.13
12.3,Spring,Zone A,Flounder,Herring,31.74
12.7,Spring,Zone A,Flounder,Herring,31.76
14.5,Spring,Zone A,Herring,Cod,31.73
17.1,Spring,Zone B,Cod,Flounder,30.48
13.4,Fall,Zone A,Halibut,Atlantic Salmon,32.43
20.3,Summer,Zone C,Pollock,Haddock,31.49
13.7,Fall,Zone A,Sea Bass,Halibut,33.2
16.9,Spring,Zone B,Flounder,Herring,31.37
15.7,Fall,Zone B,Sea Bass,Atlantic Salmon,32.37
10.8,Spring,Zone A,Flounder,Herring,32.16
7.7,Winter,Zone A,Cod,Smelt,33.58
13.1,Fall,Zone A,Atlantic Salmon,Halibut,32.03
21.4,Summer,Zone C,Haddock,Mackerel,32.14
18.5,Summer,Zone B,Pollock,Mackerel,32.16
15.5,Spring,Zone B,Cod,Herring,30.6
14.0,Fall,Zone A,Sea Bass,Halibut,32.2
16.8,Spring,Zone B,Herring,Cod,31.32
21.0,Summer,Zone C,Mackerel,Pollock,32.14
22.3,Summer,Zone C,Mackerel,Pollock,31.39
18.9,Summer,Zone B,Mackerel,Haddock,32.88
15.3,Fall,Zone B,Atlantic Salmon,Halibut,32.43
14.8,Fall,Zone A,Halibut,Atlantic Salmon,32.53
16.2,Spring,Zone B,Flounder,Cod,31.64
17.9,Spring,Zone B,Flounder,Cod,30.96
16.0,Fall,Zone B,Sea Bass,Atlantic Salmon,32.68
24.8,Summer,Zone C,Mackerel,Haddock,31.83
24.7,Summer,Zone C,Mackerel,Pollock,31.57
19.2,Summer,Zone B,Haddock,Pollock,32.58
14.8,Spring,Zone A,Cod,Herring,32.26
15.9,Fall,Zone B,Sea Bass,Atlantic Salmon,32.82
24.8,Summer,Zone C,Mackerel,Haddock,32.47
4.9,Winter,Zone A,Redfish,Smelt,33.24
4.8,Winter,Zone A,Smelt,Cod,32.71
19.0,Fall,Zone B,Sea Bass,Atlantic Salmon,33.05
7.2,Winter,Zone A,Redfish,Smelt,34.42
16.5,Fall,Zone B,Halibut,Sea Bass,33.2
7.6,Winter,Zone A,Cod,Redfish,33.2
6.2,Winter,Zone A,Smelt,Redfish,32.86
8.2,Winter,Zone A,Cod,Smelt,32.81
17.0,Spring,Zone B,Cod,Herring,30.56
16.6,Spring,Zone B,Cod,Herring,31.37
8.0,Winter,Zone A,Cod,Smelt,34.15
9.4,Winter,Zone A,Redfish,Cod,33.21
4.4,Winter,Zone A,Redfish,Smelt,33.68
16.8,Spring,Zone B,Cod,Flounder,32.1
9.5,Winter,Zone A,Redfish,Cod,33.07
16.3,Spring,Zone B,Herring,Cod,32.45
12.7,Fall,Zone A,Atlantic Salmon,Sea Bass,33.61
20.5,Summer,Zone C,Pollock,Haddock,32.16
12.5,Fall,Zone A,Halibut,Atlantic Salmon,32.34
19.6,Fall,Zone B,Sea Bass,Halibut,32.62
12.1,Spring,Zone A,Flounder,Cod,31.47
6.6,Winter,Zone A,Redfish,Cod,32.84
11.6,Spring,Zone A,Herring,Cod,32.31
6.3,Winter,Zone A,Smelt,Cod,34.04
17.8,Fall,Zone B,Atlantic Salmon,Sea Bass,32.44
14.2,Spring,Zone A,Flounder,Herring,30.91
16.7,Spring,Zone B,Cod,Flounder,30.8
8.8,Winter,Zone A,Smelt,Redfish,33.36
14.6,Fall,Zone A,Halibut,Sea Bass,32.27
20.0,Summer,Zone B,Mackerel,Haddock,32.08
6.4,Winter,Zone A,Redfish,Smelt,33.94
6.7,Winter,Zone A,Cod,Smelt,33.78
11.6,Spring,Zone A,Herring,Flounder,32.36
4.9,Winter,Zone A,Redfish,Cod,33.01
5.5,Winter,Zone A,Cod,Smelt,33.3
10.8,Spring,Zone A,Flounder,Cod,32.09
7.9,Winter,Zone A,Cod,Smelt,33.58
10.3,Spring,Zone A,Flounder,Cod,32.5
8.8,Winter,Zone A,Cod,Smelt,33.52
21.8,Summer,Zone C,Pollock,Haddock,33.08
6.3,Winter,Zone A,Smelt,Cod,33.71
23.6,Summer,Zone C,Pollock,Haddock,32.6
15.1,Spring,Zone B,Herring,Flounder,31.33
4.2,Winter,Zone A,Cod,Smelt,33.55
13.8,Fall,Zone A,Atlantic Salmon,Halibut,33.02
19.5,Summer,Zone B,Haddock,Pollock,33.08
14.0,Spring,Zone A,Herring,Cod,31.91
15.5,Fall,Zone B,Atlantic Salmon,Halibut,32.43
12.9,Spring,Zone A,Flounder,Herring,32.29
9.5,Winter,Zone A,Redfish,Smelt,32.18
14.9,Fall,Zone A,Sea Bass,Halibut,31.79
11.7,Spring,Zone A,Flounder,Cod,32.01
22.9,Summer,Zone C,Pollock,Mackerel,32.11
18.7,Fall,Zone B,Sea Bass,Halibut,32.62
22.0,Summer,Zone C,Haddock,Mackerel,32.18
23.7,Summer,Zone C,Pollock,Haddock,32.35
22.2,Summer,Zone C,Haddock,Mackerel,31.73
7.8,Winter,Zone A,Smelt,Cod,33.65
4.8,Winter,Zone A,Cod,Smelt,34.01
19.1,Summer,Zone B,Mackerel,Haddock,32.91
19.6,Summer,Zone B,Haddock,Mackerel,33.28
13.5,Spring,Zone A,Herring,Cod,31.7
9.5,Winter,Zone A,Smelt,Redfish,33.41
12.9,Fall,Zone A,Atlantic Salmon,Halibut,31.84
23.7,Summer,Zone C,Mackerel,Pollock,31.8
5.5,Winter,Zone A,Smelt,Cod,33.38
9.6,Winter,Zone A,Redfish,Cod,33.8
16.4,Spring,Zone B,Flounder,Cod,31.12
22.4,Summer,Zone C,Mackerel,Haddock,32.53
21.0,Summer,Zone C,Haddock,Pollock,32.2
8.5,Winter,Zone A,Redfish,Smelt,33.24
